Letter,IsFoC,PlanMistake,PlanTime
W,False,,2.472
G,False,,3.488
D,True,,1.711
H,False,,3.728
L,False,,2.824
Q,False,,2.568
E,False,,1.552
U,True,,3.591
T,False,,4.008
V,False,,1.832
U,False,,2.688
J,True,,2.536
P,False,L,2.705
I,True,END,33.12
C,False,,1.64
END,False,,1.537
PARITY,False,,0.0
U,False,,2.303
I,True,,10.08
O,False,,6.736
F,False,,8.817
X,True,,7.568
B,False,,2.232
S,False,,3.512
END,False,,1.537
