Letter,IsFoC,PlanMistake,PlanTime
U,False,,2.711
T,False,,2.664
O,False,,2.64
C,False,,3.264
H,False,,2.832
X,False,,1.696
E,False,,2.639
S,False,,5.609
A,False,,2.857
L,False,,4.128
J,False,,2.464
END,False,,15.304
PARITY,False,,0.0
K,False,,3.601
U,True,,2.887
X,False,,3.344
D,False,,5.346
B,False,,2.376
J,False,,4.232
G,False,,6.008
W,True,,2.913
T,False,,2.359
END,False,,2.304
