Letter,IsFoC,PlanMistake,PlanTime
J,False,,3.008
U,False,,3.24
S,False,,3.656
Q,False,,2.489
X,False,,3.248
H,False,,6.448
T,False,P,3.384
I,False,,11.52
E,False,,4.128
L,True,,15.84
V,False,,2.856
F,False,,3.072
END,False,,23.993
D,False,,4.456
O,False,,5.296
X,False,,3.792
G,False,,5.449
P,False,,5.552
C,True,,9.208
B,False,,2.712
M,False,,3.768
END,False,,1.496
