Letter,IsFoC,PlanMistake,PlanTime
W,False,,3.984
D,False,,2.232
O,False,,2.425
L,True,,4.168
T,False,,2.96
A,False,,2.64
H,False,,8.384
C,False,,2.624
P,False,,4.576
F,False,,3.744
X,True,,4.264
K,False,,5.951
X,False,,3.04
END,False,,23.33
PARITY,False,,0.0
K,False,,4.415
B,False,,4.376
U,False,,3.352
S,False,,11.409
T,False,,10.041
I,True,,4.703
F,False,,1.489
END,False,,1.448
