Letter,IsFoC,DoMistake,DoTime
I,False,,6.698
S,False,,6.0
N,False,,5.729
O,True,,7.152
D,False,,3.175
P,False,,5.497
F,False,,5.656
A,False,,8.641
V,False,,6.448
K,True,,21.008
X,False,,4.264
R,False,,4.537
K,False,,7.127
END,False,,0.0
PARITY,False,,4.264
N,False,,5.152
C,False,wtf same mistake ?? (for before),71.17
U,False,,4.471
K,False,,6.432
O,True,,8.273
I,False,,5.48
T,False,,5.456
END,False,,0.0
