Letter,IsFoC,PlanMistake,PlanTime
P,False,,3.351
D,True,,2.216
R,False,,2.784
O,False,,2.872
E,False,,2.712
L,True,,1.569
K,False,,2.655
W,False,,2.92
T,False,,3.968
F,False,,4.304
C,True,,16.896
A,False,,1.968
I,False,,1.584
END,False,,14.512
PARITY,False,,0.0
C,False,,3.416
P,False,,8.984
U,True,,2.416
Q,False,,2.64
X,False,,4.208
L,False,,5.192
I,True,,5.281
T,False,,3.2
D,False,,2.344
END,False,,3.264
