Letter,IsFoC,PlanMistake,PlanTime
D,False,,3.376
S,False,,5.416
I,False,,4.064
T,False,,8.936
A,False,,2.96
H,False,,4.112
X,True,,5.384
G,False,,2.649
V,True,,8.423
P,False,,2.497
V,False,,2.136
END,False,,20.713
PARITY,False,,0.0
L,False,,4.24
V,False,,4.367
Q,False,,3.568
C,False,,3.961
H,False,S,25.464
F,False,,19.336
W,False,,5.864
END,False,,2.832
