Letter,IsFoC,PlanMistake,PlanTime
I,False,,2.816
E,False,,2.112
Q,False,,2.065
L,True,,2.831
P,False,,3.433
T,False,,3.048
H,False,,7.096
F,False,,3.649
K,True,,9.168
U,False,,1.088
END,False,,6.593
S,False,,6.407
M,False,,3.129
W,False,,3.8
V,True,,3.312
U,False,,2.497
F,False,,5.151
Q,False,,4.073
P,False,,13.632
END,False,,1.625
