Letter,IsFoC,DoMistake,DoTime
U,False,,6.731
F,False,,7.769
I,False,,5.855
H,False,,6.297
G,False,,5.583
S,True,,6.225
O,False,,6.152
D,False,,2.904
N,False,,10.048
P,False,,4.64
A,False,,5.504
S,False,,5.201
END,False,,0.0
U,False,,6.583
N,False,,6.137
H,True,,5.848
C,False,,5.272
F,False,,5.794
V,False,,4.416
W,False,,3.831
S,False,,7.433
END,False,,0.0
