Letter,IsFoC,PlanMistake,PlanTime
D,True,,1.784
S,False,,3.177
I,False,,7.64
J,False,,3.224
U,False,,3.152
F,False,,2.817
Q,False,,4.889
R,False,,6.784
D,False,,2.76
X,True,,2.088
G,False,,1.048
V,True,,7.801
O,False,,1.216
END,False,,6.664
PARITY,False,,0.0
V,False,,3.073
U,True,,2.224
T,False,,4.96
D,False,,4.072
X,False,,5.328
Q,False,,3.328
G,False,,7.953
J,True,I,6.448
M,False,,2.169
END,False,,2.968
