Letter,IsFoC,PlanMistake,PlanTime
J,False,,3.728
S,False,,3.881
C,False,,7.904
Q,False,,2.76
K,False,,6.272
X,False,,2.792
O,False,,4.361
D,False,,4.984
R,False,,6.312
T,False,,5.152
L,False,,7.44
END,False,,15.289
PARITY,False,,0.0
O,False,,5.792
C,False,,2.807
U,True,,4.12
I,False,,4.592
S,False,,5.328
N,False,,6.936
L,False,,10.488
END,False,,10.577
