Letter,IsFoC,PlanMistake,PlanTime
X,False,,5.096
F,False,,2.48
H,False,,3.272
T,False,,4.232
O,False,,3.632
D,True,,6.104
A,False,,5.304
I,False,,2.68
E,False,,1.968
U,True,,7.024
W,False,,2.696
U,False,,0.977
END,False,,9.831
B,False,,3.696
V,False,,3.424
J,True,,5.936
M,False,,2.592
D,True,,3.992
O,False,,9.48
S,False,,8.337
D,False,,3.415
END,False,,6.337
