Letter,IsFoC,DoMistake,DoTime
D,False,,5.066
T,False,,6.433
K,False,,12.809
F,False,,5.073
P,False,,5.68
O,False,,6.104
C,False,,6.225
A,False,,8.712
S,False,,6.569
X,False,,4.592
H,True,,5.92
R,False,,3.696
END,False,,0.0
P,False,,7.497
I,False,,6.8
S,False,,6.385
Q,False,,5.207
O,False,,6.256
G,True,,5.737
C,False,,7.208
G,False,,4.984
END,False,,0.0
