Letter,IsFoC,PlanMistake,PlanTime
D,False,,1.663
H,False,,1.913
O,False,,1.487
L,True,,3.728
K,False,,3.088
T,False,,5.936
I,False,,4.96
G,False,,3.833
L,False,,6.968
J,True,,11.088
Q,False,,2.177
S,False,,2.784
P,False,,2.6
END,False,,13.608
PARITY,False,,0.0
F,False,,3.184
W,False,,3.016
X,False,,5.216
U,False,,4.401
B,False,,4.623
V,True,,8.696
K,False,,3.024
END,False,,2.384
