Letter,IsFoC,PlanMistake,PlanTime
J,False,,2.793
X,False,,2.816
K,False,,3.96
S,False,,2.928
Q,False,,5.384
N,False,,4.137
C,False,,5.159
L,True,,3.305
F,False,,1.76
V,True,,7.576
H,False,,3.92
O,False,,1.929
END,False,,16.848
P,False,,4.448
S,False,,5.521
N,False,,7.688
T,False,,8.513
J,True,,2.256
C,False,,2.856
U,True,,2.513
L,False,,1.184
END,False,,5.92
