Letter,IsFoC,PlanMistake,PlanTime
L,False,,2.137
A,False,,2.463
E,False,,2.913
X,False,,6.168
R,False,,4.776
K,False,,4.632
W,True,,12.384
S,False,,2.801
I,True,,9.824
P,False,,4.224
N,False,,3.296
C,False,,3.808
END,False,,9.088
V,True,,3.216
X,False,,4.672
F,False,,3.537
Q,False,,38.041
C,False,,2.736
P,False,,6.584
L,True,,3.056
U,False,,1.569
O,True,,4.456
T,False,,2.073
END,False,,5.68
