Letter,IsFoC,PlanMistake,PlanTime
C,False,,3.408
L,False,,4.696
U,False,,2.833
H,False,,6.079
S,False,,3.312
A,False,,2.24
J,False,,4.009
O,False,,5.648
N,False,,2.376
X,True,,7.769
G,False,,1.368
END,False,,34.649
PARITY,False,,0.0
V,True,,2.841
N,False,,4.272
C,False,,2.695
G,False,,3.864
F,False,,2.465
K,False,,15.128
W,True,V,9.057
X,False,,2.783
W,False,,3.208
END,False,,1.52
