Letter,IsFoC,PlanMistake,PlanTime
O,False,,2.383
H,False,,3.032
C,False,,5.105
S,False,,6.039
X,False,,3.137
F,False,,3.384
D,False,,2.888
A,False,,1.816
T,False,,4.232
U,True,,4.96
J,False,,4.0
K,False,,1.12
END,False,,25.897
V,False,,2.169
U,False,,1.928
S,False,,4.584
D,False,,2.617
B,True,,7.368
Q,False,,0.975
END,False,,1.504
