Letter,IsFoC,PlanMistake,PlanTime
S,False,,2.92
T,False,,3.344
C,False,,5.208
L,False,,3.72
A,False,,2.648
D,True,,3.056
V,False,,4.896
X,False,,1.688
J,False,,2.777
K,False,,2.799
D,False,,4.112
END,False,,16.609
PARITY,False,,0.0
V,True,,3.224
T,False,,6.368
Q,False,,4.296
V,False,,3.744
U,True,,4.351
F,False,,6.112
M,False,,5.464
S,False,,20.642
U,False,,3.232
END,False,,4.008
