Letter,IsFoC,DoMistake,DoTime
E,False,,13.371
J,False,,5.2
I,False,,4.976
S,True,,5.264
F,False,,4.936
O,False,,5.664
S,False,,6.785
K,True,,6.8
H,False,,5.721
A,False,,6.296
X,False,,4.313
T,False,,5.208
U,False,,5.808
END,False,,0.0
PARITY,False,,3.8
Q,False,,6.032
H,False,,7.009
O,True,,6.175
C,False,,5.856
P,False,,5.721
O,False,,5.112
G,True,,4.584
D,False,,4.88
U,False,,4.768
END,False,,0.0
