Letter,IsFoC,PlanMistake,PlanTime
H,False,,4.051
D,True,,4.0
G,False,,3.927
K,False,,5.518
O,False,,2.696
P,False,,2.527
I,False,,3.255
T,False,,3.791
S,False,,3.736
Q,False,,2.863
D,False,,6.894
END,False,,38.023
PARITY,False,,0.0
J,False,,3.343
L,False,,4.118
W,False,,3.799
V,False,,6.415
D,True,,7.813
B,False,,8.669
I,False,,2.432
END,False,,4.095
