Letter,IsFoC,PlanMistake,PlanTime
K,False,,3.056
A,False,,2.585
P,False,,4.559
N,False,,2.496
D,True,,19.52
H,False,,2.857
C,False,,4.057
V,False,,1.527
L,False,,8.209
D,False,,1.584
X,True,,4.729
S,False,,4.056
X,False,,2.64
END,False,,35.089
PARITY,False,,0.0
T,False,S,4.784
P,False,,12.448
G,False,,3.831
X,False,,2.697
J,False,,3.839
I,True,,4.832
D,False,,1.913
END,False,,2.616
