Letter,IsFoC,PlanMistake,PlanTime
D,True,,1.84
F,False,,10.536
R,False,,35.265
Q,False,,3.303
O,False,,4.832
T,False,,4.408
J,False,,2.952
E,False,,5.905
X,True,,3.407
G,False,,1.281
U,True,,2.792
C,False,,1.808
U,False,,2.256
END,False,,6.016
PARITY,False,,0.0
F,False,,3.928
C,False,,2.496
X,False,,4.031
G,False,,4.656
B,False,,6.056
P,False,,5.016
O,False,,5.888
END,False,,6.792
