Letter,IsFoC,PlanMistake,PlanTime
G,False,,3.08
L,False,,2.928
R,False,,2.297
E,False,,1.791
U,True,,2.6
V,False,,2.313
S,False,,5.151
T,False,,2.656
C,False,,4.744
Q,False,,5.321
P,False,,3.185
K,False,,11.119
END,False,,12.736
X,False,,4.688
V,False,,2.856
U,True,,3.12
I,False,,3.112
W,False,,4.223
M,False,,5.304
B,False,,5.424
L,False,,6.233
END,False,,1.688
