Letter,IsFoC,DoMistake,DoTime
L,False,,6.233
J,False,,4.84
N,False,,4.536
Q,False,,6.528
C,False,,5.872
S,True,,5.752
U,False,,5.992
W,False,,5.712
O,True,,14.345
H,False,,5.472
D,False,,2.976
G,False,,5.752
O,False,,5.72
END,False,,0.0
PARITY,False,,3.008
H,True,,6.712
F,False,,6.248
U,False,,3.848
B,False,,4.696
S,False,,7.08
O,True,,5.336
W,False,,3.816
C,True,,5.984
M,False,,8.248
END,False,,0.0
