Letter,IsFoC,PlanMistake,PlanTime
J,False,,11.161
A,False,,2.496
D,False,,1.512
L,True,,2.44
I,False,,3.336
X,False,,2.439
S,False,,2.801
L,False,,2.312
R,True,,5.592
T,False,,3.503
K,False,,4.727
H,False,,7.75
V,True,,8.286
O,False,,1.056
END,False,,16.699
S,False,,4.863
D,False,,4.342
K,False,,4.328
U,False,,2.998
W,False,,3.856
M,False,,4.264
B,True,,4.175
Q,False,,1.886
END,False,,5.312
