Letter,IsFoC,PlanMistake,PlanTime
N,False,,3.48
L,False,,4.263
G,False,,2.96
A,False,,6.248
O,False,,2.552
E,False,,9.032
W,False,X,3.264
C,False,,6.44
H,True,,6.24
R,False,,1.352
J,True,,6.416
K,False,,1.001
J,False,,0.903
END,False,,16.265
PARITY,False,,0.0
C,False,,2.624
H,False,X,3.087
O,False,,19.664
V,True,,3.416
U,False,,1.728
F,False,,3.977
P,False,,5.576
N,True,,3.168
Q,False,,2.808
END,False,,4.88
