Letter,IsFoC,PlanMistake,PlanTime
I,False,,2.839
R,False,,3.417
X,False,,3.152
Q,False,,3.176
P,False,,4.433
W,False,,4.336
D,False,,9.696
L,True,,3.873
N,False,,3.335
V,False,,9.56
U,False,,2.121
L,False,,7.256
END,False,,32.153
M,False,,3.616
L,False,,3.785
K,False,,6.688
D,False,,2.92
B,True,,5.543
S,False,,9.137
W,False,,3.368
Q,False,,9.024
END,False,,7.128
