Letter,IsFoC,PlanMistake,PlanTime
P,False,,6.055
T,False,,3.553
L,False,,4.44
I,False,,2.032
Q,False,,3.257
S,False,,3.016
K,False,,7.065
H,False,,3.216
X,False,,10.352
END,False,,23.969
PARITY,False,,0.0
W,False,,5.64
P,False,,9.048
J,False,,3.704
I,False,,4.664
X,False,,4.992
N,False,,3.921
L,False,,12.392
END,False,,6.728
