Letter,IsFoC,PlanMistake,PlanTime
A,False,,2.209
I,False,,3.104
F,False,,3.256
V,False,,2.52
D,True,,7.72
J,False,,5.128
E,False,,2.416
X,True,,8.489
U,False,,2.352
X,False,,1.744
R,True,,3.304
T,False,,7.176
S,False,,4.704
R,False,,1.008
END,False,,12.001
V,True,,2.96
Q,False,N,5.168
F,False,,12.417
L,False,,6.464
V,False,,25.513
C,True,,3.52
H,False,,2.8
J,False,,3.648
W,True,END,22.888
T,False,,3.12
END,False,,2.864
