Letter,IsFoC,PlanMistake,PlanTime
K,False,,4.937
D,True,,3.191
A,False,,1.968
J,False,,5.256
E,False,,3.224
L,True,,6.296
T,False,,4.88
H,False,,7.688
X,False,,2.729
L,False,,7.991
W,True,,9.329
S,False,,0.856
END,False,,7.241
U,False,,2.688
X,False,,3.672
J,True,,6.943
T,False,,2.785
C,False,,3.489
B,True,,4.176
F,False,,2.352
Q,False,,2.512
END,False,,1.656
