Letter,IsFoC,PlanMistake,PlanTime
P,False,,3.08
U,False,,2.12
C,False,,1.769
E,False,,2.488
O,False,,2.568
X,False,,2.584
N,False,,2.952
Q,False,,2.672
W,False,,3.296
L,True,,13.937
R,False,,4.255
F,False,,1.808
END,False,,19.353
U,True,,3.536
M,False,Q,2.911
N,False,,13.537
T,False,,6.448
G,False,,6.984
D,True,,11.873
S,False,,2.415
F,False,,3.705
END,False,,1.304
