Letter,IsFoC,DoMistake,DoTime
O,False,,12.264
Q,False,,5.967
I,False,,6.529
E,False,,5.76
S,False,,8.705
U,False,,5.048
L,False,,3.464
G,True,,5.265
R,False,,4.216
J,False,,5.384
N,False,,5.969
X,False,,6.056
END,False,,0.0
L,False,,7.976
H,True,,4.704
I,False,,6.104
O,False,,5.706
K,False,,9.336
S,False,,7.992
B,True,,5.264
Q,False,,6.609
C,True,,6.463
J,False,,6.553
END,False,,0.0
