Letter,IsFoC,PlanMistake,PlanTime
U,False,,2.392
P,False,,2.144
A,False,,2.536
D,True,,2.937
L,False,,2.824
T,False,,4.456
O,False,,3.04
X,False,,4.745
S,False,,3.672
I,False,,5.0
D,False,H,4.617
H,True,,9.279
R,False,,1.6
END,False,,26.354
PARITY,False,,0.0
V,True,,2.384
C,False,,2.64
N,False,,4.056
U,False,,2.601
D,False,,2.704
O,False,,3.624
K,False,,4.944
END,False,,2.96
