Letter,IsFoC,PlanMistake,PlanTime
D,True,,4.296
L,False,,3.048
A,False,,3.056
V,False,,2.424
N,False,,4.024
S,False,,5.025
X,False,,3.119
U,False,,2.6
C,False,,1.824
D,False,,4.568
H,True,,1.985
R,False,,1.512
J,True,,19.712
P,False,,2.448
END,False,,9.424
Q,False,,4.375
G,False,F,4.616
C,False,,9.56
D,True,,4.68
S,False,H,9.432
D,False,,21.657
W,True,,4.136
O,False,,3.56
END,False,,1.576
